"";"Species";"Ter";"Fos";"Aqu";"Arb";"Dir";"Lar";"Viv";"Litter_size_max_n"
"777";"Hylarana_celebensis";1;NA;1;1;0;1;0;NA
"778";"Hylarana_erythraea";1;NA;1;NA;0;1;0;NA
"779";"Hylarana_latouchii";1;NA;NA;NA;0;1;0;1126
"780";"Hylarana_macrodactyla";1;NA;NA;NA;0;1;0;300
"781";"Hylarana_persimilis";1;NA;1;NA;0;1;0;NA
"782";"Hylarana_taipehensis";1;NA;1;NA;0;1;0;200
"783";"Hylodes_asper";1;NA;1;1;0;1;0;114
"784";"Hylodes_fredi";1;NA;1;NA;0;1;0;NA
"785";"Hylodes_nasus";1;NA;1;1;0;1;0;NA
"786";"Hylodes_phyllodes";1;NA;1;NA;0;1;0;53
"787";"Hylophorbus_infulatus";1;NA;1;NA;1;0;0;NA
"788";"Hylophorbus_nigrinus";1;NA;1;NA;1;0;0;NA
"789";"Hylophorbus_picoides";1;NA;1;NA;1;0;0;NA
"790";"Hylophorbus_proekes";NA;NA;NA;NA;NA;NA;NA;NA
"791";"Hylophorbus_rainerguentheri";NA;NA;NA;1;1;0;0;NA
"792";"Hylophorbus_richardsi";1;NA;1;NA;1;0;0;NA
"793";"Hylophorbus_rufescens";1;NA;1;NA;1;0;0;19
"794";"Hylophorbus_sextus";1;NA;1;NA;1;0;0;NA
"795";"Hylophorbus_tetraphonus";1;NA;1;NA;1;0;0;NA
"796";"Hylophorbus_wondiwoi";1;NA;1;NA;1;0;0;NA
"797";"Hylorina_sylvatica";1;NA;1;NA;0;1;0;NA
"798";"Hyperolius_argus";1;NA;NA;1;0;1;0;200
"799";"Hyperolius_chlorosteus";1;NA;NA;1;0;1;0;NA
"800";"Hyperolius_concolor";1;NA;NA;1;0;1;0;NA
"801";"Hyperolius_fusciventris";1;NA;NA;1;0;1;0;NA
"802";"Hyperolius_glandicolor";1;NA;1;1;0;1;0;NA
"803";"Hyperolius_guttulatus";1;NA;1;1;0;1;0;250
"804";"Hyperolius_igbettensis";1;NA;NA;1;0;1;0;NA
"805";"Hyperolius_lamottei";1;NA;NA;1;0;1;0;NA
"806";"Hyperolius_mariae";1;NA;NA;1;0;1;0;330
"807";"Hyperolius_marmoratus";1;NA;NA;1;0;1;0;650
"808";"Hyperolius_mitchelli";1;NA;1;1;0;1;0;200
"809";"Hyperolius_molleri";NA;NA;1;1;0;1;0;110
"810";"Hyperolius_nitidulus";1;NA;NA;1;0;1;0;850
"811";"Hyperolius_occidentalis";1;NA;NA;1;0;1;0;NA
"812";"Hyperolius_ocellatus";1;NA;NA;1;0;1;0;NA
"813";"Hyperolius_parkeri";1;NA;NA;1;0;1;0;110
"814";"Hyperolius_picturatus";1;NA;1;1;0;1;0;NA
"815";"Hyperolius_puncticulatus";1;NA;1;1;0;1;0;186
"816";"Hyperolius_pusillus";1;NA;NA;1;0;1;0;313
"817";"Hyperolius_spatzi";1;NA;NA;1;NA;NA;NA;NA
"818";"Hyperolius_substriatus";NA;NA;NA;1;0;1;0;NA
"819";"Hyperolius_sylvaticus";1;NA;1;1;0;1;0;NA
"820";"Hyperolius_thomensis";NA;NA;1;1;0;1;0;60
"821";"Hyperolius_tuberculatus";1;NA;1;1;0;1;0;NA
"822";"Hyperolius_tuberilinguis";1;NA;1;1;0;1;0;400
"823";"Hyperolius_viridigulosus";1;NA;1;1;NA;NA;NA;NA
"824";"Hyperolius_watsonae";NA;NA;NA;1;0;1;0;NA
"825";"Hypopachus_variolosus";1;1;1;NA;0;1;0;700
"826";"Incilius_alvarius";1;NA;NA;NA;0;1;0;8000
"827";"Incilius_aucoinae";1;NA;NA;NA;0;1;0;NA
"828";"Incilius_coccifer";1;NA;NA;NA;0;1;0;6000
"829";"Incilius_coniferus";1;NA;NA;1;0;1;0;3000
"830";"Incilius_luetkenii";1;NA;NA;NA;0;1;0;5600
"831";"Incilius_mazatlanensis";1;NA;1;NA;0;1;0;NA
"832";"Incilius_melanochlorus";1;NA;NA;NA;0;1;0;NA
"833";"Incilius_nebulifer";1;NA;NA;NA;0;1;0;5614
"834";"Incilius_valliceps";1;NA;NA;NA;0;1;0;27
"835";"Indosylvirana_aurantiaca";1;NA;1;1;0;1;0;NA
"836";"Indosylvirana_temporalis";1;NA;1;NA;0;1;0;1200
"837";"Ingerana_charlesdarwini";NA;NA;NA;1;0;1;0;NA
"838";"Ingerana_tenasserimensis";1;NA;1;1;1;0;0;NA
"839";"Ingerophrynus_biporcatus";1;NA;1;NA;0;1;0;NA
"840";"Ingerophrynus_celebensis";1;NA;NA;NA;0;1;0;NA
"841";"Ingerophrynus_claviger";1;NA;NA;NA;0;1;0;NA
"842";"Ingerophrynus_divergens";1;NA;1;NA;0;1;0;NA
"843";"Ingerophrynus_galeatus";1;NA;NA;NA;0;1;0;NA
"844";"Ingerophrynus_ledongensis";NA;NA;NA;NA;NA;NA;NA;NA
"845";"Ingerophrynus_macrotis";1;NA;NA;NA;0;1;0;NA
"846";"Ingerophrynus_parvus";1;NA;NA;NA;0;1;0;NA
"847";"Ingerophrynus_philippinicus";1;NA;NA;NA;0;1;0;NA
"848";"Ingerophrynus_quadriporcatus";1;NA;NA;NA;0;1;0;NA
"849";"Ischnocnema_bolbodactyla";1;NA;NA;NA;1;0;0;NA
"850";"Ischnocnema_guentheri";1;NA;NA;NA;1;0;0;40
"851";"Ischnocnema_henselii";1;NA;NA;NA;NA;NA;NA;NA
"852";"Ischnocnema_manezinho";1;NA;NA;NA;1;0;0;NA
"853";"Ischnocnema_nasuta";1;NA;NA;NA;1;0;0;NA
"854";"Ischnocnema_octavioi";1;NA;NA;NA;1;0;0;NA
"855";"Ischnocnema_parva";1;NA;NA;NA;1;0;0;30
"856";"Itapotihyla_langsdorffii";1;NA;NA;1;0;1;0;7953
"857";"Kalophrynus_baluensis";1;NA;1;NA;0;1;0;NA
"858";"Kalophrynus_bunguranus";1;NA;1;NA;0;1;0;NA
"859";"Kalophrynus_calciphilus";1;NA;NA;NA;NA;NA;NA;NA
"860";"Kalophrynus_eok";1;NA;1;NA;0;1;0;NA
"861";"Kalophrynus_heterochirus";1;NA;1;NA;0;1;0;NA
"862";"Kalophrynus_interlineatus";1;NA;1;NA;0;1;0;NA
"863";"Kalophrynus_intermedius";1;NA;1;NA;0;1;0;NA
"864";"Kalophrynus_minusculus";1;NA;1;NA;0;1;0;50
"865";"Kalophrynus_nubicola";1;NA;1;NA;0;1;0;NA
"866";"Kalophrynus_pleurostigma";1;NA;1;NA;0;1;0;4000
"867";"Kalophrynus_punctatus";1;NA;1;NA;0;1;0;NA
"868";"Kalophrynus_subterrestris";1;1;NA;NA;0;1;0;NA
"869";"Kaloula_baleata";NA;1;NA;NA;0;1;0;NA
"870";"Kaloula_borealis";NA;1;NA;NA;0;1;0;NA
"871";"Kaloula_conjuncta";NA;NA;NA;1;0;1;0;NA
"872";"Kaloula_kalingensis";NA;NA;NA;1;0;1;0;NA
"873";"Kaloula_kokacii";1;NA;1;1;0;1;0;NA
"874";"Kaloula_picta";1;1;NA;NA;0;1;0;NA
"875";"Kaloula_pulchra";1;1;NA;NA;0;1;0;4126
"876";"Kaloula_rigida";1;1;NA;NA;0;1;0;NA
"877";"Kaloula_walteri";1;1;NA;NA;0;1;0;NA
"878";"Kassina_arboricola";1;NA;1;1;0;1;0;NA
"879";"Kassina_cochranae";1;NA;NA;1;0;1;0;180
"880";"Kassina_jozani";1;NA;NA;NA;0;1;0;NA
"881";"Kassina_maculata";1;NA;1;1;0;1;0;201
"882";"Kassina_senegalensis";1;NA;1;NA;0;1;0;600
"883";"Kurixalus_appendiculatus";1;NA;NA;1;0;1;0;NA
"884";"Kurixalus_bisacculus";NA;NA;NA;1;0;1;0;NA
"885";"Kurixalus_eiffingeri";NA;NA;1;1;0;1;0;79
"886";"Kurixalus_idiootocus";1;NA;1;1;0;1;0;NA
"887";"Kurixalus_odontotarsus";1;NA;1;NA;NA;NA;NA;NA
"888";"Laliostoma_labrosum";1;1;1;NA;0;1;0;NA
"889";"Lankanectes_corrugatus";NA;1;1;NA;0;1;0;NA
"890";"Lechriodus_aganoposis";1;1;1;NA;0;1;0;NA
"891";"Lechriodus_fletcheri";1;1;1;NA;0;1;0;300
"892";"Lechriodus_melanopyga";1;1;1;NA;0;1;0;NA
"893";"Lechriodus_platyceps";1;1;1;NA;0;1;0;NA
"894";"Leiopelma_archeyi";1;NA;1;NA;1;0;0;13
"895";"Leiopelma_hochstetteri";1;NA;1;1;1;0;0;165
"896";"Leptobrachella_arayai";1;NA;1;NA;0;1;0;NA
"897";"Leptobrachella_baluensis";1;NA;1;NA;0;1;0;NA
"898";"Leptobrachella_brevicrus";1;NA;1;NA;0;1;0;NA
"899";"Leptobrachella_dringi";1;NA;1;NA;0;1;0;NA
"900";"Leptobrachella_gracilis";1;NA;1;NA;0;1;0;NA
"901";"Leptobrachella_hamidi";1;NA;1;NA;0;1;0;NA
"902";"Leptobrachella_kajangensis";1;NA;NA;NA;0;1;0;NA
"903";"Leptobrachella_maura";1;NA;1;NA;0;1;0;NA
"904";"Leptobrachella_mjobergi";1;NA;1;NA;0;1;0;NA
"905";"Leptobrachella_natunae";1;NA;1;NA;0;1;0;NA
"906";"Leptobrachella_palmata";1;NA;1;NA;0;1;0;NA
"907";"Leptobrachella_parva";1;NA;1;NA;0;1;0;NA
"908";"Leptobrachella_pelodytoides";1;NA;1;NA;0;1;0;144
"909";"Leptobrachella_picta";1;NA;1;NA;0;1;0;NA
"910";"Leptobrachella_serasanae";1;NA;1;NA;0;1;0;NA
"911";"Leptobrachium_abbotti";1;NA;1;NA;0;1;0;NA
"912";"Leptobrachium_gunungense";1;NA;1;NA;0;1;0;NA
"913";"Leptobrachium_hainanense";1;NA;1;NA;0;1;0;NA
"914";"Leptobrachium_hasseltii";1;NA;1;NA;0;1;0;NA
"915";"Leptobrachium_hendricksoni";1;NA;1;NA;0;1;0;NA
"916";"Leptobrachium_lumadorum";1;NA;NA;NA;NA;NA;NA;NA
"917";"Leptobrachium_mangyanorum";1;NA;NA;NA;NA;NA;NA;NA
"918";"Leptobrachium_montanum";1;NA;1;NA;0;1;0;217
"919";"Leptobrachium_nigrops";1;NA;1;NA;0;1;0;NA
"920";"Leptobrachium_smithi";1;NA;1;NA;0;1;0;NA
"921";"Leptobrachium_tagbanorum";1;NA;NA;NA;NA;NA;NA;NA
"922";"Leptobrachium_waysepuntiense";1;NA;NA;NA;NA;NA;NA;NA
"923";"Leptodactylus_albilabris";1;NA;1;1;0;1;0;200
"924";"Leptodactylus_bolivianus";1;NA;1;NA;0;1;0;1500
"925";"Leptodactylus_fallax";1;NA;1;1;0;1;0;NA
"926";"Leptodactylus_flavopictus";1;NA;1;1;0;1;0;NA
"927";"Leptodactylus_fragilis";1;NA;1;1;0;1;0;250
"928";"Leptodactylus_fuscus";1;NA;1;NA;0;1;0;248
"929";"Leptodactylus_labrosus";1;NA;1;1;0;1;0;NA
"930";"Leptodactylus_labyrinthicus";1;NA;1;NA;NA;NA;NA;4099
"931";"Leptodactylus_latrans";1;NA;1;NA;NA;NA;NA;5515
"932";"Leptodactylus_longirostris";1;1;1;NA;0;1;0;NA
"933";"Leptodactylus_marambaiae";1;NA;1;1;0;1;0;NA
"934";"Leptodactylus_melanonotus";1;NA;1;1;0;1;0;1500
"935";"Leptodactylus_mystaceus";1;1;1;NA;0;1;0;425
"936";"Leptodactylus_mystacinus";1;1;1;NA;0;1;0;401
"937";"Leptodactylus_natalensis";1;1;1;NA;0;1;0;1721
"938";"Leptodactylus_nesiotus";1;1;1;NA;0;1;0;NA
"939";"Leptodactylus_poecilochilus";1;NA;1;1;0;1;0;NA
"940";"Leptodactylus_savagei";1;NA;NA;NA;NA;NA;NA;1000
"941";"Leptodactylus_spixi";1;1;1;NA;0;1;0;NA
"942";"Leptodactylus_troglodytes";1;1;1;NA;0;1;0;427
"943";"Leptodactylus_validus";1;NA;1;1;0;1;0;NA
"944";"Leptodactylus_vastus";1;NA;1;NA;NA;NA;NA;NA
"945";"Leptodactylus_ventrimaculatus";1;NA;1;1;0;1;0;NA
"946";"Leptopelis_argenteus";1;NA;1;1;0;1;0;NA
"947";"Leptopelis_boulengeri";1;NA;NA;1;0;1;0;NA
"948";"Leptopelis_brevipes";1;NA;1;NA;0;1;0;NA
"949";"Leptopelis_brevirostris";NA;NA;1;1;1;0;0;NA
"950";"Leptopelis_calcaratus";1;NA;NA;1;0;1;0;NA
"951";"Leptopelis_flavomaculatus";1;NA;1;1;0;1;0;250
"952";"Leptopelis_macrotis";1;NA;NA;1;0;1;0;NA
"953";"Leptopelis_modestus";1;NA;1;1;0;1;0;NA
"954";"Leptopelis_mossambicus";1;1;1;NA;0;1;0;NA
"955";"Leptopelis_notatus";NA;NA;1;1;0;1;0;NA
"956";"Leptopelis_occidentalis";1;NA;NA;1;0;1;0;NA
"957";"Leptopelis_palmatus";1;NA;1;1;0;1;0;NA
"958";"Leptopelis_spiritusnoctis";NA;NA;NA;1;0;1;0;50
"959";"Leptopelis_viridis";1;1;1;NA;0;1;0;187
"960";"Leptophryne_borbonica";1;NA;1;1;0;1;0;NA
"961";"Leptophryne_cruentata";1;NA;1;1;0;1;0;NA
"962";"Limnodynastes_convexiusculus";1;1;1;NA;0;1;0;NA
"963";"Limnodynastes_depressus";1;NA;1;1;0;1;0;NA
"964";"Limnodynastes_dorsalis";1;NA;1;1;0;1;0;1000
"965";"Limnodynastes_dumerilii";1;NA;1;1;0;1;0;3950
"966";"Limnodynastes_fletcheri";1;NA;1;1;0;1;0;300
"967";"Limnodynastes_lignarius";1;NA;1;1;0;1;0;400
"968";"Limnodynastes_peronii";1;NA;1;1;0;1;0;1000
"969";"Limnodynastes_salmini";1;NA;1;1;0;1;0;2035
"970";"Limnodynastes_tasmaniensis";1;NA;1;1;0;1;0;1350
"971";"Limnodynastes_terraereginae";1;NA;1;1;0;1;0;192
"972";"Limnonectes_acanthi";1;NA;1;NA;0;1;0;NA
"973";"Limnonectes_arathooni";1;NA;1;NA;0;1;0;29
"974";"Limnonectes_asperatus";1;NA;1;NA;0;1;0;NA
"975";"Limnonectes_blythii";1;1;1;NA;0;1;0;1852
"976";"Limnonectes_dabanus";NA;1;1;NA;0;1;0;NA
"977";"Limnonectes_dammermani";1;NA;1;NA;0;1;0;NA
"978";"Limnonectes_diuatus";1;NA;1;NA;0;1;0;NA
"979";"Limnonectes_doriae";1;NA;1;NA;0;1;0;NA
"980";"Limnonectes_ferneri";1;NA;1;NA;NA;NA;NA;NA
"981";"Limnonectes_finchi";1;NA;1;NA;0;1;0;NA
"982";"Limnonectes_fragilis";1;NA;1;NA;0;1;0;NA
"983";"Limnonectes_fujianensis";1;NA;1;NA;0;1;0;186
"984";"Limnonectes_grunniens";1;NA;1;NA;0;1;0;2062
"985";"Limnonectes_gyldenstolpei";1;NA;1;NA;0;1;0;NA
"986";"Limnonectes_hascheanus";1;NA;1;NA;1;0;0;NA
"987";"Limnonectes_heinrichi";1;NA;1;NA;0;1;0;NA
"988";"Limnonectes_ibanorum";1;NA;1;NA;0;1;0;1433
"989";"Limnonectes_ingeri";1;NA;1;NA;0;1;0;NA
"990";"Limnonectes_kadarsani";1;NA;1;NA;0;1;0;NA
"991";"Limnonectes_kenepaiensis";1;NA;1;NA;0;1;0;NA
"992";"Limnonectes_kohchangae";1;NA;1;NA;0;1;0;NA
"993";"Limnonectes_kuhlii";1;NA;1;NA;0;1;0;80
"994";"Limnonectes_laticeps";1;NA;1;NA;0;1;0;265
"995";"Limnonectes_leporinus";1;NA;1;NA;0;1;0;2472
"996";"Limnonectes_leytensis";1;NA;1;NA;0;1;0;62
"997";"Limnonectes_macrocephalus";1;NA;1;NA;0;1;0;NA
"998";"Limnonectes_macrodon";1;NA;1;NA;0;1;0;1660
"999";"Limnonectes_macrognathus";1;NA;1;NA;0;1;0;NA
"1000";"Limnonectes_magnus";1;NA;1;NA;0;1;0;NA
"1001";"Limnonectes_malesianus";1;NA;1;NA;0;1;0;NA
"1002";"Limnonectes_micrixalus";1;NA;1;NA;0;1;0;NA
"1003";"Limnonectes_microdiscus";1;NA;1;NA;0;1;0;53
"1004";"Limnonectes_microtympanum";1;NA;1;NA;0;1;0;NA
"1005";"Limnonectes_modestus";1;NA;1;NA;0;1;0;NA
"1006";"Limnonectes_namiyei";1;NA;1;NA;0;1;0;NA
"1007";"Limnonectes_palavanensis";1;NA;1;NA;0;1;0;50
"1008";"Limnonectes_paramacrodon";1;NA;1;NA;0;1;0;NA
"1009";"Limnonectes_parvus";1;NA;1;NA;0;1;0;12
"1010";"Limnonectes_plicatellus";1;NA;1;NA;0;1;0;NA
"1011";"Limnonectes_rhacodus";1;NA;1;NA;0;1;0;NA
"1012";"Limnonectes_shompenorum";1;NA;1;NA;0;1;0;NA
"1013";"Limnonectes_tweediei";1;NA;1;NA;0;1;0;NA
"1014";"Limnonectes_visayanus";1;NA;1;NA;0;1;0;208
"1015";"Limnonectes_woodworthi";1;NA;1;NA;0;1;0;NA
"1016";"Lithobates_berlandieri";1;NA;1;NA;0;1;0;NA
"1017";"Lithobates_capito";1;1;1;NA;0;1;0;7000
"1018";"Lithobates_catesbeianus";1;NA;1;NA;0;1;0;25500
"1019";"Lithobates_clamitans";1;NA;1;NA;0;1;0;5500
"1020";"Lithobates_forreri";1;NA;1;NA;0;1;0;100
"1021";"Lithobates_grylio";1;NA;1;NA;0;1;0;15000
"1022";"Lithobates_heckscheri";1;NA;1;NA;0;1;0;8000
"1023";"Lithobates_magnaocularis";NA;NA;1;NA;0;1;0;NA
"1024";"Lithobates_palmipes";1;NA;1;NA;0;1;0;6750
"1025";"Lithobates_palustris";1;NA;1;NA;0;1;0;3000
"1026";"Lithobates_pipiens";1;NA;1;NA;0;1;0;8000
"1027";"Lithobates_septentrionalis";1;NA;1;NA;0;1;0;2250
"1028";"Lithobates_sphenocephalus";1;NA;1;NA;0;1;0;8000
"1029";"Lithobates_sylvaticus";1;NA;1;NA;0;1;0;3000
"1030";"Lithobates_vaillanti";1;NA;1;NA;0;1;0;NA
"1031";"Lithobates_virgatipes";1;NA;1;NA;0;1;0;600
"1032";"Lithobates_warszewitschii";1;NA;1;NA;0;1;0;NA
"1033";"Litoria_adelaidensis";1;NA;1;1;0;1;0;NA
"1034";"Litoria_alboguttata";1;1;NA;NA;0;1;0;NA
"1035";"Litoria_albolabris";NA;NA;NA;NA;0;1;0;NA
"1036";"Litoria_amboinensis";1;NA;1;1;0;1;0;NA
"1037";"Litoria_angiana";1;NA;1;1;0;1;0;NA
"1038";"Litoria_arfakiana";1;NA;1;1;0;1;0;NA
"1039";"Litoria_aruensis";NA;NA;NA;NA;0;1;0;NA
"1040";"Litoria_auae";NA;NA;NA;1;0;1;0;200
"1041";"Litoria_aurea";1;NA;1;1;0;1;0;11682
"1042";"Litoria_australis";1;1;NA;NA;0;1;0;4000
"1043";"Litoria_becki";1;NA;1;1;0;1;0;NA
"1044";"Litoria_biakensis";NA;NA;NA;1;0;1;0;NA
"1045";"Litoria_bibonius";1;NA;NA;1;NA;NA;NA;NA
"1046";"Litoria_bicolor";1;NA;1;1;0;1;0;700
"1047";"Litoria_brevipalmata";1;NA;1;1;0;1;0;556
"1048";"Litoria_brevipes";1;1;NA;NA;0;1;0;930
"1049";"Litoria_brongersmai";1;NA;1;1;0;1;0;NA
"1050";"Litoria_bulmeri";1;NA;1;1;0;1;0;NA
"1051";"Litoria_burrowsi";NA;NA;NA;1;0;1;0;NA
"1052";"Litoria_caerulea";1;NA;1;1;0;1;0;4400
"1053";"Litoria_capitula";NA;NA;NA;NA;0;1;0;NA
"1054";"Litoria_chloris";1;NA;1;1;0;1;0;1053
"1055";"Litoria_chloristona";1;NA;1;1;NA;NA;NA;NA
"1056";"Litoria_chloronota";1;NA;1;1;0;1;0;NA
"1057";"Litoria_chrisdahli";NA;NA;NA;1;0;1;0;NA
"1058";"Litoria_christianbergmanni";NA;NA;NA;1;NA;NA;NA;NA
"1059";"Litoria_congenita";1;NA;1;1;0;1;0;NA
"1060";"Litoria_contrastens";1;NA;1;1;0;1;0;NA
"1061";"Litoria_cooloolensis";1;NA;1;1;0;1;0;NA
"1062";"Litoria_coplandi";1;NA;1;1;0;1;0;NA
"1063";"Litoria_cryptotis";1;1;NA;NA;0;1;0;NA
"1064";"Litoria_dahlii";1;NA;1;1;0;1;0;NA
"1065";"Litoria_darlingtoni";1;NA;1;1;0;1;0;NA
"1066";"Litoria_dentata";1;NA;1;1;0;1;0;3054
"1067";"Litoria_dorsalis";1;NA;1;1;0;1;0;NA
"1068";"Litoria_dorsivena";1;NA;1;1;0;1;0;NA
"1069";"Litoria_dux";NA;NA;NA;NA;0;1;0;NA
"1070";"Litoria_elkeae";1;NA;1;1;0;1;0;NA
"1071";"Litoria_eschata";NA;NA;NA;NA;NA;NA;NA;NA
"1072";"Litoria_eucnemis";1;NA;1;1;0;1;0;800
"1073";"Litoria_eurynastes";1;NA;NA;1;NA;NA;NA;NA
"1074";"Litoria_everetti";1;NA;1;1;0;1;0;NA
"1075";"Litoria_ewingii";1;NA;NA;1;0;1;0;700
"1076";"Litoria_exophthalmia";1;NA;1;1;0;1;0;NA
"1077";"Litoria_fallax";1;NA;NA;1;0;1;0;1000
"1078";"Litoria_flavescens";1;NA;NA;1;NA;NA;NA;NA
"1079";"Litoria_freycineti";1;NA;1;1;0;1;0;NA
"1080";"Litoria_fuscula";1;NA;NA;1;0;1;0;NA
"1081";"Litoria_gasconi";NA;NA;NA;1;NA;NA;NA;NA
"1082";"Litoria_genimaculata";1;NA;1;1;0;1;0;843
"1083";"Litoria_gracilenta";1;NA;1;1;0;1;0;1100
"1084";"Litoria_graminea";1;NA;NA;1;0;1;0;NA
"1085";"Litoria_havina";1;NA;1;1;0;1;0;36
"1086";"Litoria_hilli";1;NA;1;NA;0;1;0;46
"1087";"Litoria_humboldtorum";NA;NA;NA;1;0;1;0;NA
"1088";"Litoria_hunti";NA;NA;NA;NA;0;1;0;NA
"1089";"Litoria_impura";1;NA;1;1;0;1;0;NA
"1090";"Litoria_inermis";1;NA;1;1;0;1;0;330
"1091";"Litoria_iris";1;NA;1;1;0;1;0;37
"1092";"Litoria_kumae";NA;NA;NA;1;0;1;0;NA
"1093";"Litoria_latopalmata";1;NA;1;1;0;1;0;200
"1094";"Litoria_leucova";1;NA;1;1;0;1;0;NA
"1095";"Litoria_littlejohni";1;NA;1;1;0;1;0;194
"1096";"Litoria_lodesdema";1;NA;NA;1;NA;NA;NA;NA
"1097";"Litoria_longicrus";1;NA;1;1;0;1;0;NA
"1098";"Litoria_longipes";1;1;NA;NA;0;1;0;2000
"1099";"Litoria_louisiadensis";NA;NA;NA;1;0;1;0;NA
"1100";"Litoria_lutea";1;NA;NA;1;0;1;0;NA
"1101";"Litoria_macki";1;NA;1;1;0;1;0;NA
"1102";"Litoria_majikthise";1;NA;1;1;0;1;0;NA
"1103";"Litoria_mareku";NA;NA;NA;1;NA;NA;NA;NA
"1104";"Litoria_megalops";1;NA;NA;1;0;1;0;NA
"1105";"Litoria_meiriana";1;NA;1;1;0;1;0;115
"1106";"Litoria_microbelos";1;NA;1;1;0;1;0;275
"1107";"Litoria_micromembrana";1;NA;1;1;0;1;0;NA
"1108";"Litoria_modica";1;NA;1;1;0;1;0;NA
"1109";"Litoria_moorei";1;NA;1;1;0;1;0;NA
"1110";"Litoria_mucro";1;NA;1;1;0;1;0;NA
"1111";"Litoria_multicolor";NA;NA;NA;1;0;1;0;NA
"1112";"Litoria_multiplica";1;NA;1;1;0;1;0;NA
"1113";"Litoria_mystax";NA;NA;NA;NA;0;1;0;NA
"1114";"Litoria_napaea";1;NA;1;1;0;1;0;NA
"1115";"Litoria_nasuta";1;NA;1;1;0;1;0;100
"1116";"Litoria_nigrofrenata";1;NA;1;1;0;1;0;450
"1117";"Litoria_nigropunctata";1;NA;1;1;0;1;0;NA
"1118";"Litoria_novaehollandiae";1;1;NA;NA;0;1;0;1000
"1119";"Litoria_obtusirostris";NA;NA;NA;NA;0;1;0;NA
"1120";"Litoria_oenicolen";1;NA;1;1;0;1;0;NA
"1121";"Litoria_ollauro";1;NA;1;1;0;1;0;NA
"1122";"Litoria_olongburensis";1;NA;1;1;0;1;0;160
"1123";"Litoria_pallida";1;NA;1;1;0;1;0;350
"1124";"Litoria_peronii";1;NA;NA;1;0;1;0;1869
"1125";"Litoria_phyllochroa";1;NA;1;1;0;1;0;NA
"1126";"Litoria_pratti";1;NA;1;1;0;1;0;NA
"1127";"Litoria_pronimia";1;NA;1;1;0;1;0;NA
"1128";"Litoria_prora";1;NA;NA;1;0;1;0;NA
"1129";"Litoria_purpureolata";NA;NA;NA;1;0;1;0;NA
"1130";"Litoria_pygmaea";1;NA;1;1;0;1;0;NA
"1131";"Litoria_quadrilineata";1;NA;1;1;0;1;0;NA
"1132";"Litoria_raniformis";1;NA;1;1;0;1;0;2889
"1133";"Litoria_rara";NA;NA;NA;1;0;1;0;NA
"1134";"Litoria_revelata";1;NA;1;1;0;1;0;1000
"1135";"Litoria_richardsi";NA;NA;NA;NA;0;1;0;NA
"1136";"Litoria_rivicola";NA;NA;NA;1;0;1;0;NA
"1137";"Litoria_robinsonae";NA;NA;NA;1;NA;NA;NA;NA
"1138";"Litoria_rothii";1;NA;1;1;0;1;0;700
"1139";"Litoria_rubella";1;NA;1;1;0;1;0;300
"1140";"Litoria_rubrops";1;NA;1;1;0;1;0;NA
"1141";"Litoria_rueppelli";NA;NA;NA;1;0;1;0;NA
"1142";"Litoria_sanguinolenta";1;NA;1;1;0;1;0;NA
"1143";"Litoria_scabra";1;NA;1;1;0;1;0;NA
"1144";"Litoria_singadanae";NA;NA;NA;NA;NA;NA;NA;NA
"1145";"Litoria_spartacus";NA;NA;NA;NA;0;1;0;NA
"1146";"Litoria_spinifera";1;NA;1;1;0;1;0;NA
"1147";"Litoria_splendida";1;NA;1;1;0;1;0;6500
"1148";"Litoria_staccato";1;NA;1;1;0;1;0;NA
"1149";"Litoria_thesaurensis";1;NA;1;1;0;1;0;NA
"1150";"Litoria_timida";1;NA;1;1;0;1;0;NA
"1151";"Litoria_tornieri";1;NA;1;1;0;1;0;200
"1152";"Litoria_tyleri";1;NA;1;1;0;1;0;NA
"1153";"Litoria_umarensis";NA;NA;NA;NA;0;1;0;NA
"1154";"Litoria_umbonata";1;NA;1;1;0;1;0;NA
"1155";"Litoria_vagabunda";1;NA;1;1;0;1;0;NA
"1156";"Litoria_vagitus";1;1;NA;NA;0;1;0;NA
"1157";"Litoria_verae";NA;NA;NA;NA;0;1;0;NA
"1158";"Litoria_verreauxii";1;NA;1;1;0;1;0;1011
"1159";"Litoria_viranula";NA;NA;NA;1;NA;NA;NA;NA
"1160";"Litoria_vocivincens";1;NA;1;1;0;1;0;400
"1161";"Litoria_wapogaensis";1;NA;1;1;0;1;0;NA
"1162";"Litoria_watjulumensis";1;NA;1;1;0;1;0;200
"1163";"Litoria_wilcoxii";1;NA;NA;NA;0;1;0;NA
"1164";"Litoria_wisselensis";1;NA;1;1;0;1;0;NA
"1165";"Litoria_wollastoni";1;NA;1;1;0;1;0;NA
"1166";"Liuixalus_hainanus";NA;NA;NA;NA;NA;NA;NA;NA
"1167";"Liuixalus_ocellatus";1;NA;NA;1;NA;NA;NA;NA
"1168";"Liuixalus_romeri";NA;NA;NA;1;0;1;0;NA
"1169";"Macrogenioglottus_alipioi";1;NA;1;1;0;1;0;NA
"1170";"Madecassophryne_truebae";1;NA;1;NA;NA;NA;NA;18
"1171";"Mannophryne_olmonae";1;NA;1;NA;0;1;0;12
"1172";"Mannophryne_trinitatis";1;NA;1;NA;0;1;0;11
"1173";"Mantella_aurantiaca";1;NA;1;NA;0;1;0;232
