;id;FRic
4973;4973;0.008939173
4974;4974;0.008939173
4976;4976;0.007546571
4978;4978;0.007546571
4979;4979;0
4980;4980;0.007546571
4981;4981;0
4984;4984;0
4993;4993;0
4995;4995;0
5005;5005;0
5006;5006;0
5010;5010;0.007546571
5012;5012;0.063021766
5016;5016;0
5017;5017;0
5041;5041;0
5057;5057;0.05065889
5058;5058;0
5069;5069;0.006750438
5110;5110;0.255514431
5118;5118;0
5119;5119;0.062413663
5135;5135;0.000122481
5136;5136;0
5137;5137;0
5151;5151;0.124135579
5179;5179;0.068110379
5180;5180;0
5181;5181;0
5183;5183;0
5184;5184;0
5188;5188;0
5193;5193;0.012065901
5195;5195;0
5216;5216;0
5217;5217;0
5426;5426;0
5476;5476;0.001064676
5526;5526;0
5529;5529;0
5530;5530;0
5531;5531;0
5551;5551;0
5560;5560;0
5571;5571;0
5573;5573;0
5590;5590;0
5632;5632;0
5989;5989;0
6069;6069;0.002065578
6092;6092;0.06502165
6096;6096;0.141622164
6098;6098;0.277725817
6145;6145;0
6159;6159;0.195295556
6160;6160;0.195295556
6162;6162;0.134221196
6165;6165;0.13301563
6171;6171;0.025118369
6173;6173;0.025118369
6258;6258;0.1402059
6289;6289;0.021736199
6327;6327;0
6423;6423;0
6451;6451;0
6455;6455;0
6457;6457;0.007130146
6460;6460;0
6466;6466;0
6479;6479;0
6508;6508;0
6594;6594;0.000730495
6603;6603;0.000730495
6605;6605;0.000730495
6609;6609;0.000730495
6630;6630;0
6654;6654;0
6659;6659;0
6660;6660;0
6676;6676;0
6684;6684;0
6693;6693;0
6696;6696;0
6718;6718;0.000730495
6741;6741;0
6743;6743;0
6778;6778;0
6782;6782;0
6786;6786;0
6790;6790;0
6800;6800;0
6810;6810;0
6848;6848;0
6858;6858;0
6863;6863;0
6865;6865;2.64E-07
6869;6869;0
6887;6887;0.000215335
6903;6903;0
6956;6956;0
6963;6963;0.186597508
6969;6969;0
7021;7021;0
7022;7022;0
7047;7047;0.002221855
7094;7094;0.106811287
7113;7113;0.000493275
7142;7142;0.006474292
7147;7147;0
7148;7148;0
7157;7157;0
7185;7185;0
7190;7190;0.004246995
7206;7206;0
7214;7214;0
7265;7265;0.000578846
7287;7287;0
7295;7295;0
7304;7304;0.011825966
7309;7309;0.000578846
7310;7310;0
7316;7316;0
7324;7324;0
7325;7325;0
7354;7354;0
7411;7411;0
7413;7413;0
7425;7425;0
7426;7426;0
7443;7443;0.015753749
7472;7472;0
7493;7493;0
7502;7502;0.007065814
7536;7536;0
7540;7540;0
7559;7559;0
7571;7571;0
7572;7572;0
7573;7573;0
7589;7589;0.140039818
7591;7591;0.140039818
7593;7593;0.140039818
7594;7594;0.140039818
7597;7597;0.140558765
7598;7598;0.140558765
7600;7600;0
7602;7602;0.122874787
7604;7604;0
7605;7605;0
7606;7606;0
7607;7607;0
7608;7608;0
7609;7609;0
7610;7610;0.12264527
7612;7612;0
7613;7613;0.002051587
7614;7614;0
7616;7616;0
7617;7617;0
7619;7619;0
7620;7620;0
7622;7622;0
7624;7624;0
7625;7625;0
7626;7626;0.011849461
7628;7628;0.011849461
7636;7636;0
7637;7637;0
7642;7642;0.002526051
7646;7646;0.002526051
7647;7647;9.86E-06
7660;7660;0
7668;7668;0
7669;7669;0
7677;7677;0
7678;7678;0
7679;7679;0
7680;7680;0
7695;7695;0
7699;7699;0
7741;7741;0.060436516
7758;7758;0
7786;7786;0
7792;7792;0
7814;7814;0
7823;7823;0
7846;7846;0
7924;7924;0.005390689
8302;8302;0
8601;8601;0
8604;8604;0
8671;8671;0
8691;8691;0
8700;8700;0
8704;8704;0
8727;8727;0
8734;8734;0
9053;9053;0.005864595
9057;9057;0.005672886
9062;9062;0.024535441
9075;9075;0
9080;9080;0
9087;9087;0
9095;9095;0
9110;9110;0
9319;9319;0
9370;9370;0
9371;9371;0
9403;9403;0
9405;9405;0
9406;9406;0
9412;9412;0.008199176
9424;9424;0
9426;9426;0
9428;9428;0
9430;9430;0.008199176
9433;9433;0
9440;9440;0
9441;9441;0.000292424
9447;9447;0.008265341
9462;9462;0.000292424
9464;9464;0
9469;9469;0
9490;9490;0
9492;9492;0
9493;9493;0
9496;9496;0
9497;9497;0
9500;9500;0
9510;9510;0
9519;9519;0
9523;9523;0
9531;9531;0
9542;9542;0.000229487
9548;9548;0
9552;9552;0
9556;9556;0.012129009
9601;9601;0.003823808
9643;9643;0.029663382
9646;9646;0.015145878
9648;9648;0.022781513
9652;9652;0.01431925
9658;9658;0.021388913
9661;9661;0.0176107
9686;9686;0.011279097
9695;9695;0
9700;9700;0
9704;9704;0.000660219
9707;9707;0
9713;9713;0.011279097
9724;9724;0
9725;9725;0
9744;9744;0
9754;9754;0.023140092
9755;9755;0.026530527
9772;9772;0
9773;9773;0
9786;9786;0.020190372
9789;9789;0
9790;9790;0.000660219
9792;9792;0.020190372
9793;9793;0
9797;9797;0.009965496
9798;9798;0.009965496
9810;9810;0.000660219
9813;9813;0
9830;9830;0.00125764
9845;9845;0
9853;9853;0.000301595
9859;9859;0
9863;9863;0.012277537
9869;9869;0.003431111
9880;9880;0.01274744
9883;9883;0
9884;9884;0
9899;9899;0.003431111
9905;9905;0.013486191
9916;9916;0
9919;9919;0.003807501
9934;9934;0.003807501
9938;9938;0.024721908
9940;9940;0
9942;9942;0
9948;9948;0.003807501
9950;9950;0
9963;9963;0.003807501
9965;9965;0.013646374
9966;9966;0.003807501
9975;9975;0
9977;9977;0.003807501
9979;9979;0
9980;9980;0
10001;10001;0.001965507
10008;10008;0
10022;10022;0.008405941
10024;10024;0.008405941
10041;10041;0.008182373
10065;10065;0.00768533
10077;10077;0.007196629
10099;10099;0.007693641
10110;10110;0.009489757
10210;10210;0
10215;10215;0
10224;10224;0
10245;10245;0.008894673
10253;10253;0.008894673
10316;10316;0
10318;10318;0.010142597
10319;10319;0.010142597
10327;10327;0
10348;10348;0.001007863
10351;10351;0.007693641
10357;10357;0
10367;10367;0.008853571
10407;10407;0.006908805
10460;10460;0.01052073
10485;10485;0
10493;10493;0.007640449
10495;10495;0.007640449
10497;10497;0.007640449
10500;10500;0.007640449
10502;10502;0.007640449
10512;10512;0
10514;10514;0.007640449
10516;10516;0
10518;10518;0.007640449
10519;10519;0.007640449
10527;10527;0.017411357
10535;10535;0.016379107
10550;10550;0.007640449
10566;10566;0
10567;10567;0.009162784
10569;10569;0.009162784
10573;10573;0
10575;10575;0
10590;10590;0
10596;10596;0
10634;10634;0.001573069
10639;10639;0
10648;10648;0.001573069
10651;10651;0.001573069
10660;10660;0
10678;10678;0.001573069
10682;10682;0
10685;10685;0.001573069
10686;10686;0.001573069
10692;10692;0.001573069
10709;10709;0.001573069
10720;10720;0.001573069
10721;10721;0
10722;10722;0.001573069
10723;10723;0
10739;10739;0.001573069
10745;10745;0.001573069
10761;10761;0.001573069
10769;10769;0.001573069
10770;10770;0.001573069
10780;10780;0.001573069
10783;10783;0.001573069
10802;10802;0.001573069
10810;10810;0.001573069
10811;10811;0.001573069
10822;10822;0
10830;10830;0.001573069
11047;11047;0
11120;11120;0
11174;11174;0
11175;11175;0
11197;11197;0.007287
11199;11199;0.007287
11231;11231;0
11234;11234;0
11309;11309;0
11640;11640;0
11845;11845;0
11889;11889;0.148852215
11897;11897;0.148852215
11944;11944;0.148488635
11952;11952;0.161973736
12091;12091;0
12099;12099;0
12105;12105;0.027691544
12110;12110;0
12135;12135;0
12162;12162;0
12165;12165;0
12193;12193;0
12201;12201;0
12202;12202;0
12205;12205;0
12218;12218;0
12236;12236;0
12240;12240;0
12271;12271;0
12275;12275;0.115330848
12279;12279;0.057665168
12287;12287;0.05223094
12296;12296;0
12307;12307;0.057665168
12312;12312;0
12323;12323;0
12379;12379;0.057665168
12385;12385;0.163285684
12394;12394;0.057665168
12400;12400;0.169189042
12412;12412;0.057665168
12415;12415;0.169189042
12418;12418;0.169189042
12466;12466;0.2290978
12483;12483;0.118200718
12486;12486;0.049847054
12492;12492;0.057035042
12500;12500;0.045827597
12538;12538;0.057665168
12539;12539;0.057665168
12547;12547;0.000730495
12613;12613;0
12682;12682;0.127733374
12692;12692;0
12733;12733;0
12770;12770;0.058813983
12818;12818;0
12849;12849;0.174799813
13016;13016;3.45E-06
13031;13031;0.007961122
13032;13032;0
13039;13039;0
13089;13089;0.130458073
13095;13095;0.015384759
13097;13097;0.008517743
13099;13099;0.008517743
13102;13102;0.015384759
13138;13138;0.006867016
13154;13154;0.006264015
13175;13175;0
13191;13191;0
13235;13235;0
13336;13336;0
13337;13337;0.009307088
13364;13364;0
13366;13366;0
13379;13379;0.011297348
13383;13383;0
13408;13408;0
13411;13411;0
13433;13433;0
13439;13439;0
13569;13569;0.191243058
13570;13570;0
13572;13572;0
13639;13639;0.18630395
13644;13644;0.120553347
13645;13645;0.18618278
13646;13646;0.188846715
13647;13647;0.140039818
13648;13648;0.140039818
13654;13654;0.140039818
13656;13656;0.140039818
13659;13659;0.140039818
13661;13661;0.140039818
13680;13680;0.140558765
13722;13722;0.250414372
13725;13725;0.019087419
13739;13739;0.019011762
13751;13751;0.019011762
13753;13753;0.019011762
13755;13755;0.019011762
13758;13758;0.019011762
13779;13779;0.012238834
13781;13781;0.011977047
13782;13782;0.011058502
13792;13792;0
13817;13817;0
13828;13828;0.051175057
13830;13830;0.115298325
13831;13831;0.114835012
13840;13840;0.114691149
13843;13843;0.102733583
13850;13850;0
13851;13851;0
13890;13890;0.010277008
13987;13987;0
14151;14151;0.020758684
14159;14159;0.020758684
14216;14216;0.001002712
14217;14217;0.015199529
14240;14240;0
14285;14285;0.001002712
14301;14301;0.024148878
14327;14327;0.020758684
14390;14390;0.022470781
14403;14403;0.022470781
14412;14412;0.024148878
14420;14420;0.024148878
14441;14441;0.021511024
14504;14504;0
14541;14541;0
14543;14543;0.019419504
14562;14562;0.020039638
14566;14566;0.020039638
14584;14584;0
14590;14590;9.69E-05
14595;14595;9.69E-05
14596;14596;0
14809;14809;0
17561;17561;0
17566;17566;0
17569;17569;0
17573;17573;0
17575;17575;0
17576;17576;0.02709921
17679;17679;0
17682;17682;0.000660219
17799;17799;0
17831;17831;0
18154;18154;0
18158;18158;0
18174;18174;0.008199176
18237;18237;0.133378363
18238;18238;0.027578508
18246;18246;0.12444344
18254;18254;0.001842756
18255;18255;0
18262;18262;0
18263;18263;0.001842756
18264;18264;0.183543258
18276;18276;0
18287;18287;0.013270109
18290;18290;0.015835184
18314;18314;0
18338;18338;0
18353;18353;0
18380;18380;0
18405;18405;0
18411;18411;0
18417;18417;0
18424;18424;0.008600694
18430;18430;0
18441;18441;0.016284585
18448;18448;0
18468;18468;0.00259155
18476;18476;0.007798328
18477;18477;0
18488;18488;0
18501;18501;0
18510;18510;0
18540;18540;0
18543;18543;0.00396123
18569;18569;0.022651705
18576;18576;0
18591;18591;0
18596;18596;0
18601;18601;0
18606;18606;0
18611;18611;0
18617;18617;0.018470688
18620;18620;5.83E-05
18644;18644;0
18649;18649;0
18655;18655;0.022651705
18678;18678;0
18681;18681;0.006209132
18687;18687;0.018470688
18697;18697;0
18704;18704;0.008113185
18715;18715;0.020950256
18720;18720;0.018489084
18727;18727;0
18729;18729;0.019453386
18733;18733;0.178175783
18740;18740;0.252759223
18768;18768;0.056328555
18769;18769;0
18770;18770;0.029671324
18772;18772;0
18775;18775;0
18777;18777;0
18793;18793;0
18794;18794;0.026401879
18807;18807;0
18830;18830;0
18832;18832;0.026401879
18834;18834;0
18879;18879;0.132127053
18923;18923;0.000660219
18942;18942;0.014717995
18959;18959;0
18965;18965;0.000660219
18971;18971;0.000660219
18987;18987;0.009347725
18991;18991;0.012932716
18993;18993;0
19014;19014;0.001173078
19017;19017;0.010142597
19032;19032;0.001007863
19070;19070;0.007640449
19071;19071;0.007640449
19072;19072;0.007640449
19073;19073;0.007640449
19089;19089;0.016379107
19108;19108;0.001573069
19179;19179;0.000335664
19195;19195;0
19202;19202;0
19206;19206;0.000335664
19213;19213;0
19215;19215;0.001573069
19221;19221;0
19222;19222;4.41E-05
19261;19261;0.001573069
19270;19270;0.001573069
19291;19291;0
19304;19304;0.001573069
19305;19305;0
19315;19315;0
19338;19338;0.001573069
19346;19346;0
19355;19355;0.001573069
19365;19365;0
19387;19387;0.001573069
19397;19397;0.001573069
19449;19449;0
19464;19464;0
19480;19480;0
19482;19482;0
19489;19489;0
19523;19523;0.001573069
19561;19561;0.001573069
19568;19568;0
19574;19574;0
19623;19623;0.001573069
19634;19634;0
19641;19641;0
19653;19653;0
19751;19751;0
19754;19754;0.001573069
19757;19757;0
19764;19764;0
19772;19772;0.001573069
19781;19781;0.001573069
19810;19810;0
19825;19825;0
19868;19868;0.001573069
20040;20040;0.001573069
20075;20075;0.001573069
20079;20079;0.001573069
20083;20083;0.001573069
21445;21445;0.178388599
21470;21470;0
21636;21636;0.021511024
21637;21637;0.021511024
21755;21755;0.007424767
21819;21819;0
22312;22312;0
22411;22411;0
22416;22416;0
22462;22462;0
